id,school,degree,time_start,time_end
040516c8-b0b1-4730-9df0-92daa94d0156,Thomas Jefferson School of Law,"Juris Doctor (J.D.), Law",2005,2008
040516c8-b0b1-4730-9df0-92daa94d0156,University of Illinois at Urbana-Champaign,"Bachelor’s Degree, Computer Engineering",2001,2004
0442e4b2-3902-4a92-ab5c-a35e24850615,Macquarie Graduate School of Management,,,
04442b12-2a41-492b-8ced-6dc301b44655,San Diego State University-California State University,"Bachelor of Science (BS), Business Administration and Management, Human Resources",2009,2013
045c4089-4036-430f-b4b3-19090d6bd94c,École Polytechnique de Montréal,"Bachelor of Engineering (B.Eng.), Civil Engineering",2016,2020
045c4089-4036-430f-b4b3-19090d6bd94c,École Polytechnique de Montréal,"Bachelor of Engineering (B.Eng.), Civil Engineering",2016,2020
04702262-da84-455a-8309-62afc96407fa,CPFCS (centre polyvalent de formation en carrière de sante ),"Infirmier Polyvalent , Services et science de la santé, général",2012,2015
04702262-da84-455a-8309-62afc96407fa,EFV Management Academy,"Mastère européen de Management et Marketing Pharmaceutique , Management de projet",2016,2017
04702262-da84-455a-8309-62afc96407fa,Faculté Des Lettres Et Des Sciences Humaines Ibn Tofail,"Licence, géographique",2008,2012
04702262-da84-455a-8309-62afc96407fa,Lycée Idriss 1er,"Baccalauréat, Étude des sciences humaines",2007,2008
047744c6-6027-4ead-95f8-864ed1f27303,University of Baghdad,"Bachelor's degree, Building and Construction Engineering",,
047744c6-6027-4ead-95f8-864ed1f27303,"University of Loughborough, Lics., UK","Master of Science - MS, Construction Management",1971,1973
047744c6-6027-4ead-95f8-864ed1f27303,"University of Reading, Berks, UK","Ph.D., Construction Management",1977,1980
0477636d-8732-4ea2-9d72-a80d6eac2653,Arizona State University,"None, Liberal Arts and Sciences, General Studies and Humanities",1992,1993
0477636d-8732-4ea2-9d72-a80d6eac2653,Gateway Community College,"Certificate Registered Nurse First Assist, Surgical First Assist Program",2005,2005
0477636d-8732-4ea2-9d72-a80d6eac2653,Truckee Meadows Community College,"Associate degrees science nursing, RN Nursing Degree",1996,1998
0477636d-8732-4ea2-9d72-a80d6eac2653,Truckee Meadows Community College,"Associate's degree, Liberal Arts and Sciences, General Studies and Humanities",1993,1996
0477636d-8732-4ea2-9d72-a80d6eac2653,Western Nevada College,"None, Cell Biology and Anatomy",1993,1996
04795ee8-c053-4895-bd85-ffa898fd65ca,Duke University,"Bachelor of Science - BS, Biomedical/Medical Engineering",1998,2002
047b9a44-5109-482f-8208-3a30eef441ad,New England College,"Bachelor of Business Administration (B.B.A.), Business Administration and Management, General",2005,2009
047bbda9-5a9b-4697-9878-f8c7a540a9d7,Bloomsburg University of Pennsylvania,"Doctorate, Audiology",2004,2008
047bbda9-5a9b-4697-9878-f8c7a540a9d7,Michigan State University,"Bachelor of Science, Audiology and Speech Pathology",2000,2004
047c3813-01c8-4691-b6b9-b23de99399cf,Fundação Getulio Vargas / FGV,"MBA Executivo em Saúde, Saúde",2008,2010
047e3885-a299-43f7-b9d9-0e010b419604,Wayne State University,"Bachelor of Arts (B.A.), Communication Sciences and Disorders, General",2009,2012
047e3885-a299-43f7-b9d9-0e010b419604,Wayne State University,"Doctor of Audiology (Au.D.), Audiology",2012,2016
048378eb-a6bc-4ec2-9762-7f9ebb30b040,Germantown High School,,2003 – 2007,
048563b0-2954-4cd3-a319-1ee71d159aa2,"Bruton School for Girls, Bruton",,2003 – 2009,
048563b0-2954-4cd3-a319-1ee71d159aa2,University of Birmingham,"Bachelor of Science (BSc), Human Biology with a Professional Placement, First Class Honours",2009,2013
048941fa-baf4-483c-a38a-30008eaec058,The Manchester Metropolitan University,"Bachelor of Arts - BA, French and Spanish",2015,2019
048941fa-baf4-483c-a38a-30008eaec058,The Manchester Metropolitan University,"Bachelor of Arts - BA, French and Spanish",2015,2019
048941fa-baf4-483c-a38a-30008eaec058,Universidad de Murcia,"Erasmus, French and Spanish",2018,2018
048941fa-baf4-483c-a38a-30008eaec058,Universidad de Murcia,"Erasmus, French and Spanish",2018,2018
048941fa-baf4-483c-a38a-30008eaec058,Université de Tours,"Erasmus, French and Spanish",2017,2017
048941fa-baf4-483c-a38a-30008eaec058,Université de Tours,"Erasmus, French and Spanish",2017,2017
0490b89d-3cda-4bf6-a462-626071286159,Russian State University of Economics,Bachelor's degree,2007,2012
04930cfc-2ebf-4ef6-99f6-b50be1d37337,Benha University,"Bachelor's Degree, Telecommunications Engineering",1990,1995
04930cfc-2ebf-4ef6-99f6-b50be1d37337,Ramses private school,"excellent, secondary school",1975,1990
04999bbf-3e32-450d-baa0-21a235055414,Mt. San Jacinto Community College District,"Certification – Office Administration/Computer Application Accomplishment, Accounting and Business/Management",1994,1995
049d2373-bfad-4fc4-bfc0-1eed84b4afdc,Avabai framji petit girls high school,"GCSE, Maths / english/ science/ geograpghy/ history/ hindi",1981,1985
049d2373-bfad-4fc4-bfc0-1eed84b4afdc,Mithibai College,"Arts, Art/Art Studies, General",1985,1987
04b41a03-df04-4dc9-b720-86e55921b9ce,Austin Peay State University,"Bachelors, English-Writing",1999,2001
04b41a03-df04-4dc9-b720-86e55921b9ce,High School Education: Northeast High School,Honors Diploma,1991,1995
04b41a03-df04-4dc9-b720-86e55921b9ce,The University of Memphis,"N/A, Marketing/English",1995,1998
04c36ed4-a8a1-461c-8fc5-d0868fcfc476,"Penn State Erie, The Behrend College","Interdisciplinary Business with Engineering Studies, Product Design and Manufacture",2011,2015
04c36ed4-a8a1-461c-8fc5-d0868fcfc476,Seneca High School,Diploma,2007,2011
04dbbe67-dafd-4059-b9aa-cd06afd93666,University of Georgia - Terry College of Business,"Bachelor of Business Administration, Business Management",2006,2010
04dbbe67-dafd-4059-b9aa-cd06afd93666,University of Georgia - Terry College of Business,"Management, Business",2006,2010
04e38f28-8d48-4e55-b191-22afbeb82054,University of Dayton,"bachelor of science, Engineering Technology, General",2008,2012
04e38f28-8d48-4e55-b191-22afbeb82054,University of Toledo,"Engineering Technology, General",2011,2011
04ea0208-6ebb-4815-8dea-d3f92d1805c2,"Solihull Sixth Form College, Solihull","A-Levels - I.T, Geography and Business Studies, I.T. and Business",1993,1995
04ea0208-6ebb-4815-8dea-d3f92d1805c2,"Tudor Grange School, Solihull",,1988 – 1993,
04f87ae4-5b13-4a0a-aaa6-8af2340a5135,California Western School of Law,"Doctor of Law (J.D.), Law",2008,2011
04f87ae4-5b13-4a0a-aaa6-8af2340a5135,California Western School of Law,"Doctor of Law (J.D.), Law",2008,2011
04f87ae4-5b13-4a0a-aaa6-8af2340a5135,San Francisco State University,"Bachelor of Applied Science (BASc), Psychology",1999,2005
04f87ae4-5b13-4a0a-aaa6-8af2340a5135,San Francisco State University,"Bachelor of Applied Science (BASc), Psychology",1999,2005
05136a73-61cd-424f-a362-5b226c02792f,Istanbul Teknik Üniversitesi,"BS, Civil Engineering",2003,2008
0513af65-1412-49b3-8f59-5c54adb9468c,Assumption College,VCE,1988,1992
0513af65-1412-49b3-8f59-5c54adb9468c,Cambridge Judge Business School,"General Management Programme, Business Administration and Management",2013,
0513af65-1412-49b3-8f59-5c54adb9468c,Monash University,"Mining Technology (Single Subject), Mining and Mineral Engineering",1996,
0513af65-1412-49b3-8f59-5c54adb9468c,Swinburne University of Technology,"Bachelor of Engineering (with Honors), Civil Engineering",1993,1997
0513af65-1412-49b3-8f59-5c54adb9468c,University of Melbourne,"Australian Legal Process and Legal Institutions (Single Subject), Law",2013,
0513af65-1412-49b3-8f59-5c54adb9468c,University of Melbourne,"Masters of Law, Commercial Law",2013,2019
051cdf69-bbed-400a-90de-42c7898afed0,Liverpool John Moores University,"Bachelor's Degree, Library and Information Science",1987,1990
052a8add-98cb-45c2-88da-d1eaa1cd5ce5,KL University,"Bachelor's degree, Mechanical Engineering",2010,2014
052a8add-98cb-45c2-88da-d1eaa1cd5ce5,Northern Illinois University,"Master's degree, Mechanical Engineering",2014,2016
055157a5-161b-4203-a738-6b9f9d2112da,Missouri Western State University,,1997 – 1998,
05580368-05f3-4435-af68-57807bc62396,"University of Massachusetts, Amherst","Bachelor of Arts (B.A.), Economics",2006,2010
05580368-05f3-4435-af68-57807bc62396,"University of Massachusetts, Amherst","Bachelor of Arts (B.A.), Economics",2006,2010
056bf8c2-4b8c-494a-935f-1267918eb549,Hardin-Simmons University,"Bachelor's degree, Business Administration, Management and Operations",1996,1998
056bf8c2-4b8c-494a-935f-1267918eb549,Texas State University,"Bachelor of Business Administration (B.B.A.), Business Administration and Management, General",2000,2003
056cb49e-5bed-4659-9b26-a48bd1ef7c05,Cairo University,"Bachelor's degree, Civil Engineering",,
056cb49e-5bed-4659-9b26-a48bd1ef7c05,Heriot-Watt University,"Master's Degree, Quantity Surveying",,
056cb49e-5bed-4659-9b26-a48bd1ef7c05,The Robert Gordon University,"Master of Laws (LLM), Construction Law and Arbitration",,
056db739-a1cb-4cc4-a033-d5a86e4674c4,Concordia University Irvine,Master of Business Administration - MBA,2018,2020
056db739-a1cb-4cc4-a033-d5a86e4674c4,"University of California, Riverside","Bachelor of Science (B.S.), Biology",,
057137fe-37d2-4dac-aaea-4a6491559d31,UCSB,"Bachelor of Arts (B.A.), Sociology",1994,1998
057137fe-37d2-4dac-aaea-4a6491559d31,UCSB,"Master of Arts (M.A.), Education",1998,1999
057c8778-bf4c-416f-a972-bcf2a227b35b,European College of Parma,"Master in European Advanced Studies, Eu law, Competition Law, Internal market, Economic and Monetary Union",2010,2011
057c8778-bf4c-416f-a972-bcf2a227b35b,University of Bologna - Labour law,"Labour law consultant, Labour law, European law, Criminal law, Labour Contract law, Tax law",2006,2010
057df9dd-a613-4d35-878a-27073bd3c0a7,"Carleton High School, UK",GCSE's,1983,1988
057df9dd-a613-4d35-878a-27073bd3c0a7,"New College, UK","Economics, French and Biology",1988,1990
05856fcc-4ab8-4dc8-a397-7243ca09b12c,University of Houston,"BS, Biology",2000,2004
05856fcc-4ab8-4dc8-a397-7243ca09b12c,University of Houston,Post Baccalaureate Studies,2004,2006
058df425-1678-4a81-b063-5feb9e96631a,Central New Mexico Community College,"Business Administration and Management, General",2002,2005
059fad59-aa5f-4f76-93ef-eb0b6db950c4,Washington State University,Bachelor's degree,,
05a1a0c7-8bbc-4759-96a0-0d7a2cc2d6db,San Diego Miramar College,,,
05a1a0c7-8bbc-4759-96a0-0d7a2cc2d6db,San Diego Miramar College,,,
05a1a0c7-8bbc-4759-96a0-0d7a2cc2d6db,University of California San Diego,,,
05a1a0c7-8bbc-4759-96a0-0d7a2cc2d6db,University of California San Diego,,,
05ba025e-f44a-45da-9fa8-27dcadf87b5f,San Diego State University,"MBA, Finance & Management",1994,1998
05ba025e-f44a-45da-9fa8-27dcadf87b5f,UC San Diego,"BA, Economics",1990,1994
05c32a2b-c9c9-4ec6-b01f-e059bb74aad9,Marquette University,"Bachelor of Arts (B.A.), Psychology and Biological Sciences",2009,2014
05c6e8eb-4911-4c12-ab0d-e38ecccef422,Marshall University,"Bachelor of Arts (B.A.), Education",,
05f9f412-7845-48df-bcce-38eaaca79343,Kent State University,Audiology/Audiologist and Speech-Language Pathology/Pathologist,2008,2009
05f9f412-7845-48df-bcce-38eaaca79343,Miami University,"Bachelor's Degree, Audiology/Audiologist and Speech-Language Pathology/Pathologist",2009,2014
05fd0a49-0664-4c02-b8fb-6f3d33c273a3,Elpavo Training Consultancies,"Certified Cost Technician, CCT",2012,2012
05fd0a49-0664-4c02-b8fb-6f3d33c273a3,Glenwood Boys High School,"Matric with Exemption, Matric",1998,2002
05fd0a49-0664-4c02-b8fb-6f3d33c273a3,PM Ideas,"PMI-SP, Scheduling and Planning",2015,2015
05fd0a49-0664-4c02-b8fb-6f3d33c273a3,University of KwaZulu-Natal,"BSc, Quantity Surveying",2003,2007
0621f583-81a8-4af9-ac3a-aa6713b534f3,The University of Texas at Austin,"Bachelor’s Degree, Nutrition, Business, and Commercial Real Estate Finance",2012,2016
0622df30-a05e-4d9c-bdac-b31fa72851e4,Chung-Ang University,"Bachelor's degree, English Language and Literature, General",2003,2008
062d5855-cdd0-41ec-b84c-21fe84558c77,University of Denver,"BSBA, Fin/Mktg",1985,1989
062d5855-cdd0-41ec-b84c-21fe84558c77,University of Denver - Daniels College of Business,"BSBA, Finance/Marketing",1985,1989
06351964-2055-4914-a653-933faf4528bf,Cornell University,"Bachelor of Science, Apparel Management",2007,2011
06351964-2055-4914-a653-933faf4528bf,Fashion Institute of Design & Merchandising,"Professional Designation, Visual Communications",2014,2015
06351964-2055-4914-a653-933faf4528bf,Westlake High School,"High School Diploma, Math/Science Magnet",2003,2007
06357f23-a476-4eb5-9fcd-09c144b68fa0,The State University of New York,Neurology Residency Program,2008,2011
06357f23-a476-4eb5-9fcd-09c144b68fa0,University of Baghdad/College of Medicine,Doctor of Medicine - MD,1996,2002
06357f23-a476-4eb5-9fcd-09c144b68fa0,Washington University School of Medicine in St. Louis,Neuromuscular Medicine Fellowship Program,2011,2012
0649afa2-1548-44ba-981f-083bf77c0a1f,Hautlieu,GCSE's,2015,2016
0649afa2-1548-44ba-981f-083bf77c0a1f,Hautlieu,GCSE's,2015,2016
0649afa2-1548-44ba-981f-083bf77c0a1f,Highlands College,"Extended Diploma, Art and Design",2017,2019
0649afa2-1548-44ba-981f-083bf77c0a1f,Highlands College,"Extended Diploma, Art and Design",2017,2019
0649afa2-1548-44ba-981f-083bf77c0a1f,Jersey College for Girls,,2007 – 2015,
0649afa2-1548-44ba-981f-083bf77c0a1f,Jersey College for Girls,,2007 – 2015,
0649afa2-1548-44ba-981f-083bf77c0a1f,University College Jersey,"Higher National Diploma in Sport, Sports",2019,2021
0649afa2-1548-44ba-981f-083bf77c0a1f,University College Jersey,"Higher National Diploma in Sport, Sports",2019,2021
0650ea8d-ac55-4d74-8e7a-903aa7bd550b,ACCA,Fellow Member,2014,
0650ea8d-ac55-4d74-8e7a-903aa7bd550b,ACCA,Fellow Member,2014,
0650ea8d-ac55-4d74-8e7a-903aa7bd550b,Dr Maurice Cure SSS,"HSC A level, Economics side",1996,2002
0650ea8d-ac55-4d74-8e7a-903aa7bd550b,Dr Maurice Cure SSS,"HSC A level, Economics side",1996,2002
0650ea8d-ac55-4d74-8e7a-903aa7bd550b,University of Mauritius,"BSc, Accounting with Finance",2003,2006
0650ea8d-ac55-4d74-8e7a-903aa7bd550b,University of Mauritius,"BSc, Accounting with Finance",2003,2006
065356b8-0e8e-435a-b7d7-5903412bd4e2,UC San Diego,"BS, Bioengineering",1983,1987
065356b8-0e8e-435a-b7d7-5903412bd4e2,"University of California, Davis","MS, Biomedical Engineering",1987,1990
0660d078-d8e0-498c-94d9-c08174f61c77,Oklahoma Christian University,"Master of Business Administration (M.B.A.), Health/Health Care Administration/Management",,
0660d078-d8e0-498c-94d9-c08174f61c77,University of Oklahoma,"Bachelor's degree, Business Administration and Management, General",,
06612066-0197-4320-bfbe-b6dde92bb3e4,Bond University,"Bachelor's degree, Biomedical Sciences, General",2012,2016
06612066-0197-4320-bfbe-b6dde92bb3e4,Bond University,"Bachelor's degree, Biomedical Sciences, General",2012,2016
06612066-0197-4320-bfbe-b6dde92bb3e4,Bond University,"Bachelor's degree, Law",2012,2016
06612066-0197-4320-bfbe-b6dde92bb3e4,Bond University,"Bachelor's degree, Law",2012,2016
06612066-0197-4320-bfbe-b6dde92bb3e4,College of Law,"Post-graduate Diploma, Law",2016,2016
06612066-0197-4320-bfbe-b6dde92bb3e4,College of Law,"Post-graduate Diploma, Law",2016,2016
06612066-0197-4320-bfbe-b6dde92bb3e4,ICSA: The Governance Institute,"ICSA Qualifying Program, Coporate Governance",2018,
06612066-0197-4320-bfbe-b6dde92bb3e4,ICSA: The Governance Institute,"ICSA Qualifying Program, Coporate Governance",2018,
066744db-76e3-4467-b931-0f7e86447018,Oregon State University,"Bachelor of Science (B.S.), Biohealth sciences, pharmacy option, business and entrepreneurship minor",2011,2015
066af3d2-ac7b-4e4c-9e3b-8b7ccfeae47d,Hautlieu,,1997 – 2002,
066e7979-7903-4a33-bb61-4457982e8f1b,St Johns Jesuit High school,,1986 – 1990,
066e7979-7903-4a33-bb61-4457982e8f1b,St. Joseph's College (IN),"BA, Marketing",1990,1994
0673e904-f697-4955-a71c-3584ac2ad81f,University of Alabama,Marketing,1991,1992
0673e904-f697-4955-a71c-3584ac2ad81f,University of Alabama at Birmingham,"Bachelor of Science (BS), Political Science and Government",1993,1996
0673e904-f697-4955-a71c-3584ac2ad81f,University of Central Florida,Marketing,1989,1991
06759a2e-bdbb-4b70-8326-aad39a26c93a,Bates College,"Bachelor of Arts (B.A.), Creative Writing",1987,
06794247-ecaf-436c-ba4e-5061e38277ea,University of Virginia,Bachelor of Science,1993,1997
067ce541-66eb-4c5c-8ea7-e1e76fe5fdd1,"University of California, Santa Cruz","Bachelor of Science - BS, Neuroscience",2013,2017
068d670b-6aa4-40d1-8d16-83b000369e43,Grossmont College,,1993 – 1995,
068f5f62-3942-44af-99d0-748489e1ecf8,Dartmouth Hitchcock Medical Center,Orthopedic Surgery Residency Program,1992,1996
068f5f62-3942-44af-99d0-748489e1ecf8,Oregon Health and Science University School of Medicine,General Surgery Internship,1991,1992
068f5f62-3942-44af-99d0-748489e1ecf8,"University of California, Berkeley","BA, Genetics, Genetics",1982,1986
068f5f62-3942-44af-99d0-748489e1ecf8,"University of California, Davis - School of Medicine",Fellowship in Spine Surgery,,
068f5f62-3942-44af-99d0-748489e1ecf8,"University of California, Irvine - College of Medicine",Doctor of Medicine (M.D.),1987,1991
0692b8f3-a482-4aa0-8d29-3d0350b2f682,Advanced Drug Solutions,Full Accreditation Course for Drug & Alcohol Testing Officers in NSW,2013,2013
0692b8f3-a482-4aa0-8d29-3d0350b2f682,Institute of TAFE Tasmania,Certificate IV in Occupational Health & Safety,2006,2006
0692b8f3-a482-4aa0-8d29-3d0350b2f682,Macquarie College,Certificate IV in Frontline Management,2013,2013
0692b8f3-a482-4aa0-8d29-3d0350b2f682,Manchester College of Arts & Technology,BTEC - Higher National Certificate (HNC) / Australian Equivalent; Associate Diploma,1995,1997
0692b8f3-a482-4aa0-8d29-3d0350b2f682,Manchester College of Arts &Technology,"BTEC - National Certificate (ONC), Building Studies",1993,1995
0692b8f3-a482-4aa0-8d29-3d0350b2f682,SAFETYWISE,ICAM - Incident Lead Investigator Training Program,2013,2013
0692b8f3-a482-4aa0-8d29-3d0350b2f682,SAI GLOBAL,Advanced Diploma of Work Health and Safety,2014,2014
0692b8f3-a482-4aa0-8d29-3d0350b2f682,SAI Global,Diploma in Leadership & Management,2017,2018
0692b8f3-a482-4aa0-8d29-3d0350b2f682,SAI Global,Diploma in Leadership and Management,2018,
0692b8f3-a482-4aa0-8d29-3d0350b2f682,SAI GLOBAL,"Lead Auditor of OH&S and Management Systems Auditing, QSA & RAB",2014,2014
0692b8f3-a482-4aa0-8d29-3d0350b2f682,TAFE NSW,Diploma of Work Health and Safety,2013,2014
0692b8f3-a482-4aa0-8d29-3d0350b2f682,The Training & Business Consortium,Certificate IV in Training and Assessment,2008,2008
